id,source,page,section_header,content_type,manufacturer,word_count
skf.pdf__p336__c9,skf.pdf,336,45 000,table,SKF,28
skf.pdf__p337__c0,skf.pdf,337,45 000,table,SKF,26
skf.pdf__p337__c1,skf.pdf,337,45 000,table,SKF,84
skf.pdf__p337__c2,skf.pdf,337,45 000,table,SKF,40
skf.pdf__p337__c3,skf.pdf,337,45 000,table,SKF,40
skf.pdf__p337__c4,skf.pdf,337,45 000,table,SKF,11
skf.pdf__p337__c5,skf.pdf,337,45 000,table,SKF,81
skf.pdf__p337__c6,skf.pdf,337,45 000,table,SKF,40
skf.pdf__p337__c7,skf.pdf,337,45 000,table,SKF,40
skf.pdf__p338__c0,skf.pdf,338,32 000,table,SKF,30
skf.pdf__p338__c1,skf.pdf,338,32 000,table,SKF,47
skf.pdf__p338__c2,skf.pdf,338,32 000,table,SKF,52
skf.pdf__p338__c3,skf.pdf,338,32 000,table,SKF,52
skf.pdf__p338__c4,skf.pdf,338,32 000,table,SKF,52
skf.pdf__p338__c5,skf.pdf,338,32 000,table,SKF,47
skf.pdf__p338__c6,skf.pdf,338,32 000,table,SKF,52
skf.pdf__p338__c7,skf.pdf,338,32 000,table,SKF,38
skf.pdf__p338__c8,skf.pdf,338,32 000,table,SKF,38
skf.pdf__p338__c9,skf.pdf,338,32 000,table,SKF,17
skf.pdf__p338__c10,skf.pdf,338,32 000,table,SKF,28
skf.pdf__p339__c0,skf.pdf,339,32 000,table,SKF,26
skf.pdf__p339__c1,skf.pdf,339,32 000,table,SKF,44
skf.pdf__p339__c2,skf.pdf,339,32 000,table,SKF,40
skf.pdf__p339__c3,skf.pdf,339,32 000,table,SKF,40
skf.pdf__p339__c4,skf.pdf,339,32 000,table,SKF,40
skf.pdf__p339__c5,skf.pdf,339,32 000,table,SKF,41
skf.pdf__p339__c6,skf.pdf,339,32 000,table,SKF,40
skf.pdf__p339__c7,skf.pdf,339,32 000,table,SKF,30
skf.pdf__p339__c8,skf.pdf,339,32 000,table,SKF,30
skf.pdf__p340__c0,skf.pdf,340,26 000,table,SKF,30
skf.pdf__p340__c1,skf.pdf,340,26 000,table,SKF,47
skf.pdf__p340__c2,skf.pdf,340,26 000,table,SKF,52
skf.pdf__p340__c3,skf.pdf,340,26 000,table,SKF,52
skf.pdf__p340__c4,skf.pdf,340,26 000,table,SKF,52
skf.pdf__p340__c5,skf.pdf,340,26 000,table,SKF,47
skf.pdf__p340__c6,skf.pdf,340,26 000,table,SKF,38
skf.pdf__p340__c7,skf.pdf,340,26 000,table,SKF,38
skf.pdf__p340__c8,skf.pdf,340,26 000,table,SKF,38
skf.pdf__p340__c9,skf.pdf,340,26 000,table,SKF,17
skf.pdf__p340__c10,skf.pdf,340,26 000,table,SKF,28
skf.pdf__p341__c0,skf.pdf,341,26 000,table,SKF,26
skf.pdf__p341__c1,skf.pdf,341,26 000,table,SKF,44
skf.pdf__p341__c2,skf.pdf,341,26 000,table,SKF,40
skf.pdf__p341__c3,skf.pdf,341,26 000,table,SKF,40
skf.pdf__p341__c4,skf.pdf,341,26 000,table,SKF,40
skf.pdf__p341__c5,skf.pdf,341,26 000,table,SKF,41
skf.pdf__p341__c6,skf.pdf,341,26 000,table,SKF,30
skf.pdf__p341__c7,skf.pdf,341,26 000,table,SKF,30
skf.pdf__p341__c8,skf.pdf,341,26 000,table,SKF,30
skf.pdf__p342__c0,skf.pdf,342,20 000,table,SKF,30
skf.pdf__p342__c1,skf.pdf,342,20 000,table,SKF,47
skf.pdf__p342__c2,skf.pdf,342,20 000,table,SKF,52
skf.pdf__p342__c3,skf.pdf,342,20 000,table,SKF,52
skf.pdf__p342__c4,skf.pdf,342,20 000,table,SKF,38
skf.pdf__p342__c5,skf.pdf,342,20 000,table,SKF,47
skf.pdf__p342__c6,skf.pdf,342,20 000,table,SKF,27
skf.pdf__p342__c7,skf.pdf,342,20 000,table,SKF,38
skf.pdf__p342__c8,skf.pdf,342,20 000,table,SKF,38
skf.pdf__p342__c9,skf.pdf,342,20 000,table,SKF,16
skf.pdf__p342__c10,skf.pdf,342,20 000,table,SKF,28
skf.pdf__p343__c0,skf.pdf,343,20 000,table,SKF,7
skf.pdf__p343__c1,skf.pdf,343,20 000,table,SKF,15
skf.pdf__p343__c2,skf.pdf,343,20 000,table,SKF,36
skf.pdf__p343__c3,skf.pdf,343,20 000,table,SKF,32
skf.pdf__p343__c4,skf.pdf,343,20 000,table,SKF,32
skf.pdf__p343__c5,skf.pdf,343,20 000,table,SKF,24
skf.pdf__p343__c6,skf.pdf,343,20 000,table,SKF,33
skf.pdf__p343__c7,skf.pdf,343,20 000,table,SKF,16
skf.pdf__p343__c8,skf.pdf,343,20 000,table,SKF,24
skf.pdf__p343__c9,skf.pdf,343,20 000,table,SKF,24
skf.pdf__p344__c0,skf.pdf,344,17 000,table,SKF,30
skf.pdf__p344__c1,skf.pdf,344,17 000,table,SKF,47
skf.pdf__p344__c2,skf.pdf,344,17 000,table,SKF,41
skf.pdf__p344__c3,skf.pdf,344,17 000,table,SKF,38
skf.pdf__p344__c4,skf.pdf,344,17 000,table,SKF,38
skf.pdf__p344__c5,skf.pdf,344,17 000,table,SKF,47
skf.pdf__p344__c6,skf.pdf,344,17 000,table,SKF,27
skf.pdf__p344__c7,skf.pdf,344,17 000,table,SKF,38
skf.pdf__p344__c8,skf.pdf,344,17 000,table,SKF,38
skf.pdf__p344__c9,skf.pdf,344,17 000,table,SKF,17
skf.pdf__p344__c10,skf.pdf,344,17 000,table,SKF,28
skf.pdf__p345__c0,skf.pdf,345,17 000,table,SKF,26
skf.pdf__p345__c1,skf.pdf,345,17 000,table,SKF,44
skf.pdf__p345__c2,skf.pdf,345,17 000,table,SKF,30
skf.pdf__p345__c3,skf.pdf,345,17 000,table,SKF,30
skf.pdf__p345__c4,skf.pdf,345,17 000,table,SKF,30
skf.pdf__p345__c5,skf.pdf,345,17 000,table,SKF,41
skf.pdf__p345__c6,skf.pdf,345,17 000,table,SKF,20
skf.pdf__p345__c7,skf.pdf,345,17 000,table,SKF,30
skf.pdf__p345__c8,skf.pdf,345,17 000,table,SKF,30
skf.pdf__p346__c0,skf.pdf,346,15 000,table,SKF,30
skf.pdf__p346__c1,skf.pdf,346,15 000,table,SKF,47
skf.pdf__p346__c2,skf.pdf,346,15 000,table,SKF,27
skf.pdf__p346__c3,skf.pdf,346,15 000,table,SKF,38
skf.pdf__p346__c4,skf.pdf,346,15 000,table,SKF,38
skf.pdf__p346__c5,skf.pdf,346,15 000,table,SKF,47
skf.pdf__p346__c6,skf.pdf,346,15 000,table,SKF,41
skf.pdf__p346__c7,skf.pdf,346,15 000,table,SKF,54
skf.pdf__p346__c8,skf.pdf,346,15 000,table,SKF,47
skf.pdf__p346__c9,skf.pdf,346,15 000,table,SKF,27
skf.pdf__p346__c10,skf.pdf,346,15 000,table,SKF,54
skf.pdf__p346__c11,skf.pdf,346,15 000,table,SKF,16
skf.pdf__p346__c12,skf.pdf,346,15 000,table,SKF,28
skf.pdf__p347__c0,skf.pdf,347,15 000,table,SKF,22
skf.pdf__p347__c1,skf.pdf,347,15 000,table,SKF,36
skf.pdf__p347__c2,skf.pdf,347,15 000,table,SKF,16
skf.pdf__p347__c3,skf.pdf,347,15 000,table,SKF,24
skf.pdf__p347__c4,skf.pdf,347,15 000,table,SKF,24
skf.pdf__p347__c5,skf.pdf,347,15 000,table,SKF,33
skf.pdf__p347__c6,skf.pdf,347,15 000,table,SKF,24
skf.pdf__p347__c7,skf.pdf,347,15 000,table,SKF,32
skf.pdf__p347__c8,skf.pdf,347,15 000,table,SKF,33
skf.pdf__p347__c9,skf.pdf,347,15 000,table,SKF,16
skf.pdf__p347__c10,skf.pdf,347,15 000,table,SKF,32
skf.pdf__p348__c0,skf.pdf,348,12 000,table,SKF,30
skf.pdf__p348__c1,skf.pdf,348,12 000,table,SKF,51
skf.pdf__p348__c2,skf.pdf,348,12 000,table,SKF,54
skf.pdf__p348__c3,skf.pdf,348,12 000,table,SKF,51
skf.pdf__p348__c4,skf.pdf,348,12 000,table,SKF,54
skf.pdf__p348__c5,skf.pdf,348,12 000,table,SKF,35
skf.pdf__p348__c6,skf.pdf,348,12 000,table,SKF,54
skf.pdf__p348__c7,skf.pdf,348,12 000,table,SKF,27
skf.pdf__p348__c8,skf.pdf,348,12 000,table,SKF,51
skf.pdf__p348__c9,skf.pdf,348,12 000,table,SKF,39
skf.pdf__p348__c10,skf.pdf,348,12 000,table,SKF,17
skf.pdf__p348__c11,skf.pdf,348,12 000,table,SKF,28
skf.pdf__p349__c0,skf.pdf,349,12 000,table,SKF,26
skf.pdf__p349__c1,skf.pdf,349,12 000,table,SKF,44
skf.pdf__p349__c2,skf.pdf,349,12 000,table,SKF,40
skf.pdf__p349__c3,skf.pdf,349,12 000,table,SKF,41
skf.pdf__p349__c4,skf.pdf,349,12 000,table,SKF,40
skf.pdf__p349__c5,skf.pdf,349,12 000,table,SKF,31
skf.pdf__p349__c6,skf.pdf,349,12 000,table,SKF,40
skf.pdf__p349__c7,skf.pdf,349,12 000,table,SKF,20
skf.pdf__p349__c8,skf.pdf,349,12 000,table,SKF,31
skf.pdf__p349__c9,skf.pdf,349,12 000,table,SKF,40
skf.pdf__p350__c0,skf.pdf,350,10 000,table,SKF,30
skf.pdf__p350__c1,skf.pdf,350,10 000,table,SKF,51
skf.pdf__p350__c2,skf.pdf,350,10 000,table,SKF,39
skf.pdf__p350__c3,skf.pdf,350,10 000,table,SKF,51
skf.pdf__p350__c4,skf.pdf,350,10 000,table,SKF,26
skf.pdf__p350__c5,skf.pdf,350,10 000,table,SKF,63
skf.pdf__p350__c6,skf.pdf,350,10 000,table,SKF,63
skf.pdf__p350__c7,skf.pdf,350,10 000,table,SKF,47
skf.pdf__p350__c8,skf.pdf,350,10 000,table,SKF,24
skf.pdf__p350__c9,skf.pdf,350,10 000,table,SKF,24
skf.pdf__p350__c10,skf.pdf,350,10 000,table,SKF,17
skf.pdf__p350__c11,skf.pdf,350,10 000,table,SKF,28
skf.pdf__p351__c0,skf.pdf,351,10 000,table,SKF,26
skf.pdf__p351__c1,skf.pdf,351,10 000,table,SKF,44
skf.pdf__p351__c2,skf.pdf,351,10 000,table,SKF,30
skf.pdf__p351__c3,skf.pdf,351,10 000,table,SKF,41
skf.pdf__p351__c4,skf.pdf,351,10 000,table,SKF,20
skf.pdf__p351__c5,skf.pdf,351,10 000,table,SKF,51
skf.pdf__p351__c6,skf.pdf,351,10 000,table,SKF,51
skf.pdf__p351__c7,skf.pdf,351,10 000,table,SKF,41
skf.pdf__p351__c8,skf.pdf,351,10 000,table,SKF,21
skf.pdf__p351__c9,skf.pdf,351,10 000,table,SKF,21
skf.pdf__p352__c0,skf.pdf,352,14 000,prose,SKF,125
skf.pdf__p352__c1,skf.pdf,352,14 000,prose,SKF,131
skf.pdf__p353__c0,skf.pdf,353,14 000,table,SKF,7
skf.pdf__p353__c1,skf.pdf,353,14 000,table,SKF,19
skf.pdf__p353__c2,skf.pdf,353,14 000,table,SKF,14
skf.pdf__p353__c3,skf.pdf,353,14 000,table,SKF,11
skf.pdf__p353__c4,skf.pdf,353,14 000,table,SKF,11
skf.pdf__p353__c5,skf.pdf,353,14 000,table,SKF,11
skf.pdf__p353__c6,skf.pdf,353,14 000,table,SKF,11
skf.pdf__p353__c7,skf.pdf,353,14 000,table,SKF,11
skf.pdf__p353__c8,skf.pdf,353,14 000,table,SKF,11
skf.pdf__p354__c0,skf.pdf,354,56 000,table,SKF,37
skf.pdf__p354__c1,skf.pdf,354,56 000,table,SKF,19
skf.pdf__p354__c2,skf.pdf,354,56 000,table,SKF,19
skf.pdf__p354__c3,skf.pdf,354,56 000,table,SKF,19
skf.pdf__p354__c4,skf.pdf,354,56 000,table,SKF,37
skf.pdf__p354__c5,skf.pdf,354,56 000,table,SKF,55
skf.pdf__p354__c6,skf.pdf,354,56 000,table,SKF,55
skf.pdf__p354__c7,skf.pdf,354,56 000,table,SKF,55
skf.pdf__p354__c8,skf.pdf,354,56 000,table,SKF,37
skf.pdf__p354__c9,skf.pdf,354,56 000,table,SKF,34
skf.pdf__p354__c10,skf.pdf,354,56 000,table,SKF,37
skf.pdf__p354__c11,skf.pdf,354,56 000,table,SKF,34
skf.pdf__p354__c12,skf.pdf,354,56 000,table,SKF,37
skf.pdf__p354__c13,skf.pdf,354,56 000,table,SKF,34
skf.pdf__p354__c14,skf.pdf,354,56 000,table,SKF,21
